ΑΦΜ,Επωνυμία,Διακριτικός Τίτλος,Διεύθυνση,Περιφέρεια,Περιφερειακή Ενότητα,Δήμος,Δημοτική Ενότητα,Τηλέφωνο 1,Τηλέφωνο 2,Email
090003176,ΦΙΛΑΝΘΡΩΠΙΚΑ ΙΔΡΥΜΑΤΑ ΑΝΔΡΕΟΥ & ΜΑΡΙΑΣ ΚΑΛΟΚΑΙΡΙΝΟΥ,-,"ΛΟΧΑΓΟΥ ΙΩΑΝΝΟΥ ΜΑΡΙΝΕΛΛΗ 2, ΤΚ:71202",ΠΕΡΙΦΕΡΕΙΑ ΚΡΗΤΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,2810226105,2810330538,iamk@her.forthnet.gr
090341626,ΕΙΔΙΚΟ ΚΕΝΤΡΟ ΑΠΟΚΑΤΑΣΤΑΣΗΣ & ΜΕΡΙΜΝΑΣ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ,Ε.Κ.Α.ΜΕ.,"ΤΕΡΜΑ ΚΛΕΙΣΟΥΡΑΣ  -, ΤΚ:25100",ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΪΑΣ,ΔΗΜΟΣ ΑΙΓΙΑΛΕΙΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΙΓΙΟΥ,2691028666,-,info@ekame.gr
099026305,ΣΤΕΓΗ ΓΕΡΟΝΤΩΝ ΤΟΥ ΙΕΡΟΥ ΝΑΟΥ ΑΓΙΟΥ ΘΕΡΑΠΟΝΤΟΣ-ΖΩΓΡΑΦΟΥ,-,"ΓΑΛΗΝΗΣ 26, ΤΚ:15773",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΖΩΓΡΑΦΟΥ,-,2107794084,6936928870,gerontonstegi@gmail.com
090069466,ΚΕΝΤΡΟ ΚΟΙΝΩΝΙΚΗΣ ΣΤΗΡΙΞΗΣ,-,"21ΗΣ ΙΟΥΝΙΟΥ 36, ΤΚ:61100",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΙΛΚΙΣ,ΔΗΜΟΣ ΚΙΛΚΙΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΙΛΚΙΣ,2341020733,2341029390,kkscom@otenet.gr
999517370,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ,-,"ΙΕΡΑΡΧΟΥ ΜΙΧΑΛΙΤΣΗ 1, ΤΚ:29100",ΠΕΡΙΦΕΡΕΙΑ ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΟΥ,ΔΗΜΟΣ ΖΑΚΥΝΘΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΖΑΚΥΝΘΙΩΝ,6975369102,2695043996,ameazakynthou@yahoo.com
090031359,ΕΤΑΙΡΕΙΑ ΣΠΑΣΤΙΚΩΝ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ,Ε.Σ.Β.Ε,"ΟΠΙΣΘΕΝ ΑΝΩΤΑΤΗΣ ΔΙΑΚΛΑΔΙΚΗΣ ΣΧΟΛΗΣ ΠΟΛΕΜΟΥ / ΛΗΤΟΥΣ 8 ΚΑΙ ΔΑΝΑΗΣ 11 ΛΗΤΟΥΣ 8 ΚΑΙ ΔΑΝΑΗΣ 11, ΤΚ:55535",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΠΥΛΑΙΑΣ - ΧΟΡΤΙΑΤΗ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΥΛΑΙΑΣ,2310489247/248/249,6937888101,esbe@otenet.gr
998150312,Σύλλογος Τριτέκνων Π. Ε.  Ξάνθης Ο Άγιος Στυλιανός,-,"ΛΕΥΚΙΠΠΟΥ 1-3, ΤΚ:67132",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΞΑΝΘΗΣ,ΔΗΜΟΣ ΞΑΝΘΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΞΑΝΘΗΣ,2541025560,6941617334,triteknoixanthis@yahoo.gr
997170800,ΕΠΙΣΤΗΜΟΝΙΚΗ ΟΙΚΟΓΕΝΕΙΑ i-paidi ΑΜΚΕ,i-paidi,"Σερεπετζή 4, ΤΚ:15452",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΨΥΧΙΚΟΥ,2106778528,6932611200,lagoumidim@i-paidi.gr
090303498,ΕΚΚΛΗΣΙΑΣΤΙΚΟ ΓΗΡΟΚΟΜΕΙΟ ΤΗς ΙΕΡΑΣ ΜΗΤΡΟΠΟΛΕΩΣ ΣΑΜΟΥ ΚΑΙ ΙΚΑΡΙΑΣ,ΕΥΓΗΡΙΑΣ ΠΡΟΝΟΙΑ,"Γ.ΝΙΚΟΛΑΟΥ -, ΤΚ:83200",ΠΕΡΙΦΕΡΕΙΑ ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΑΜΟΥ,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΣΑΜΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΡΛΟΒΑΣΙΩΝ,2273034166,6985972756,girokimsamou@gmail.com
090038883,"ΚΕΝΤΡΟ ΚΟΙΝΩΝΙΚΗΣ ΦΡΟΝΤΙΔΑΣ ΑΤΟΜΩΝ ΜΕ ΝΟΗΤΙΚΗ ΥΣΤΕΡΗΣΗ ""ΕΣΤΙΑ""",ΕΣΤΙΑ,"ΣΟΝΙΑΣ ΝΙΚΟΛΑΚΟΠΟΥΛΟΥ  13, ΤΚ:15451",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΦΙΛΟΘΕΗΣ - ΨΥΧΙΚΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΨΥΧΙΚΟΥ,2106713149,-,info@eseepa.gr
999728068,Σύλλογος Ατόμων με Κινητικά Προβλήματα και Φίλων Ν. Ροδόπης ΠΕΡΠΑΤΩ,Σύλλογος ΠΕΡΠΑΤΩ,"ΤΕΡΜΑ Λ. ΔΗΜΟΚΡΑΤΙΑΣ 0, ΤΚ:69133",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΠΗΣ,ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΟΜΟΤΗΝΗΣ,2531082046,2531036909,info@perpato.gr
999295049,ΣΥΛΛΟΓΟΣ ΚΑΡΚΙΝΟΠΑΘΩΝ ΓΙΑΝΝΙΤΣΩΝ,-,"Κ. ΑΣΜΑΝΙΔΗ 2, ΤΚ:58100",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΛΛΑΣ,ΔΗΜΟΣ ΠΕΛΛΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΓΙΑΝΝΙΤΣΩΝ,2382028075,6940909162,info@anticancergiannitsa.gr
999958243,"ΑΝΟΔΟΣ ",-,"ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ  54, ΤΚ:17341",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,-,2109761454,6946307974,anodosoik@gmail.com
090047658,ΠΑΝΕΛΛΗΝΙΟΣ ΕΝΩΣΙΣ ΦΙΛΩΝ ΤΩΝ ΠΟΛΥΤΕΚΝΩΝ,-,"ΑΚΑΔΗΜΙΑΣ 78Δ, ΤΚ:10678",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2103838496,2103822586,it@pefip.gr
090309141,ΙΔΡΥΜΑ ΧΡΟΝΙΩΣ ΠΑΣΧΟΝΤΩΝ «Η ΠΛΑΤΥΤΕΡΑ»,-,"ΠΕΡΙΟΧΗ ΠΛΑΤΥΤΕΡΑ 0, ΤΚ:49100",ΠΕΡΙΦΕΡΕΙΑ ΙΟΝΙΩΝ ΝΗΣΩΝ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΡΚΥΡΑΣ,ΔΗΜΟΣ ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΕΡΚΥΡΑΙΩΝ,2661035860,6973316995,platytera.ixp@gmail.com
090127498,"Εργαστήρι Ειδικής Επαγγελματικής Αγωγής και Αποκαταστάσεως ""ΠΑΝΑΓΙΑ ΕΛΕΟΥΣΑ""",-,"Κύπρου & Αρχ. Δαμασκηνού 0, ΤΚ:30200",ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΔΗΜΟΣ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,2631026321,2631025130,ergpenel@otenet.gr
099593268,"ΣΩΜΑΤΕΙΟ ΓΟΝΕΩΝ, ΚΗΔΕΜΟΝΩΝ & ΦΙΛΩΝ ΑΜΕΑ ",ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΩΝ,"ΑΡΓΟΣ 0, ΤΚ:85200",ΠΕΡΙΦΕΡΕΙΑ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΑΛΥΜΝΟΥ,ΔΗΜΟΣ ΚΑΛΥΜΝΙΩΝ,-,2243051806,6946414648,sgkamea@otenet.gr
996905791,E ΑΙΜΟΔΟΤΕΣ ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ,E ΑΙΜΟΔΟΤΕΣ,"Γρηγορίου Μαρασλή 1, ΤΚ:69100",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΠΗΣ,ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΟΜΟΤΗΝΗΣ,2531131234,2531001111,info@aimodotes.org
099821061," MDA ΕΛΛΑΣ - ΣΩΜΑΤΕΙΟ ΓΙΑ ΤΗ ΦΡΟΝΤΙΔΑ ΤΩΝ ΑΤΟΜΩΝ ΜΕ ΝΕΥΡΟΜΥΙΚΕΣ ΠΑΘΗΣΕΙΣ",MDA ΕΛΛΑΣ," Ελπίδος  6, ΤΚ:10434",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2103616980,6946502390,info@mdahellas.gr
997747420,Κοινωφελές Σωματείο Αρωγής και Φροντίδας Ηλικιωμένων και Ατόμων με Αναπηρία,ΦΡΟΝΤΙΖΩ,"Φαναρίου 25, ΤΚ:26226",ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΪΑΣ,ΔΗΜΟΣ ΠΑΤΡΕΩΝ,-,2610240242,6972469778,info@frodizo.gr
999945597,"ΝΟΜΑΡΧΙΑΚΟΣ ΣΥΛΛΟΓΟΣ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙA ΝΟΜΟΥ ΕΒΡΟΥ ",-,"ΔΗΜΗΤΡΑΣ 19, ΤΚ:68131",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2551027722,6970284500,ameaev@gmail.com
997133514,"Ανθρωπιστικό μη κερδοσκοπικό σωματείο “Έχω τη Δύναμη” ",ΕΧΩ ΤΗ ΔΥΝΑΜΗ,"ΠΡΕΒΕΖΗΣ 3, ΤΚ:14342",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ - ΝΕΑΣ ΧΑΛΚΗΔΟΝΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ,2102526000,6937414444,info@ehotidynami.gr
999084500,ΑΛΛΗΛΕΓΓΥΗ ΗΡΑΚΛΕΙΟΥ ΕΤΑΙΡΕΙΑ ΓΙΑ ΤΗ ΝΟΣΟ ALZHEIMER ΚΑΙ ΤΗΝ ΥΓΙΗ ΓΗΡΑΝΣΗ,-,"ΝΤΑΛΙΑΝΗ 22, ΤΚ:71306",ΠΕΡΙΦΕΡΕΙΑ ΚΡΗΤΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΗΡΑΚΛΕΙΟΥ,+306947816155,6974192595,alzheimer.heraklion@gmail.com
997005880,ΜοιαΖω - Φορέας γονέων για την υποστηριζόμενη διαβίωση ατόμων με αναπτυξιακές διαταραχές,ΜοιαΖω,"ΣΥΝΤΑΓΜΑΤΑΡΧΟΥ ΔΑΒΑΚΗ 9, ΤΚ:15342",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,-,210 6013563,6936552641,info@moiazoautism.com
090248106,ΠΑΝΕΛΛΗΝΙΟΣ ΣΥΛΛΟΓΟΣ ΠΑΣΧΟΝΤΩΝ ΑΠΟ ΜΕΣΟΓΕΙΑΚΗ ΑΝΑΙΜΙΑ ΚΑΙ ΔΡΕΠΑΝΟΚΥΤΤΑΡΙΚΗ ΝΟΣΟ,ΠΑΣΠΑΜΑ,"ΑΝΑΣΤΑΣΙΟΥ ΤΣΟΧΑ 18, ΤΚ:11521",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2106456013,6944851069,paspama@otenet.gr
099543308,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΗΔΕΜΟΝΩΝ ΚΑΙ ΦΙΛΩΝ ΑΥΤΙΣΤΙΚΩΝ ΑΤΟΜΩΝ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,"ΑΝΘΗΡΟΥ ΚΑΙ ΙΤΙΑΣ 0, ΤΚ:19002",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΔΗΜΟΣ ΠΑΙΑΝΙΑΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΑΙΑΝΙΑΣ,2106645981,6972317044,aytistika@gmail.com
997990143,ΠΕΡΙΦΕΡΕΙΑΚΗ ΟΜΟΣΠΟΝΔΙΑ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ & ΝΟΤΙΩΝ ΙΟΝΙΩΝ ΝΗΣΩΝ,Π.ΟΜ.Α.μεΑ Δ.Ε. ΚΑΙ Ν.Ι.Ν.,"ΕΥΜΥΛΟΥ 3, ΤΚ:26222",ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΧΑΪΑΣ,ΔΗΜΟΣ ΠΑΤΡΕΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΑΤΡΕΩΝ,2610362127,6936577966,pomamea_dit@hotmail.com
090067055,ΚΡΕΟΥΖΙΟΣ ΟΙΚΟΣ ΕΥΓΗΡΙΑΣ,-,"ΜΑΚΡΟΧΩΡΙΟΥ 48, ΤΚ:55132",ΠΕΡΙΦΕΡΕΙΑ ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΔΗΜΟΣ ΚΑΛΑΜΑΡΙΑΣ,-,2310440314,6944117288,info@kreouzios.gr
090037980,Ορθόδοξος Χριστιανική Γωνιά,-,"Κάνιγγος 12, ΤΚ:10677",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2108040864,2108035780,sxaoxg@gmail.com
997777147,«ΜΕΤΑδραση» Δράση για την Μετανάστευση και την Ανάπτυξη,ΜΕΤΑδραση,"25ΗΣ ΜΑΡΤΙΟΥ 7, ΤΚ:17778",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΜΟΣΧΑΤΟΥ - ΤΑΥΡΟΥ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΑΥΡΟΥ,2141008700,-,info@metadrasi.org
999494597,ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΦΙΛΩΝ ΑΥΤΙΣΤΙΚΩΝ ΑΤΟΜΩΝ  Η ΑΝΑΓΕΝΝΗΣΗ,ΑΝΑΓΕΝΝΗΣΗ,"ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ  52, ΤΚ:15124",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ,-,2108322477,6977416232,anagennisi03@yahoo.gr
090036552,ΙΔΡΥΜΑ ΠΕΡΙΘΑΛΨΕΩΣ ΧΡΟΝΙΩΣ ΠΑΣΧΟΝΤΩΝ,-,"ΑΓΙΑΣ ΖΩΝΗΣ 39, ΤΚ:11256",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΘΗΝΑΙΩΝ,2108646172 (εσ. 101),2108647522 (εσ. 101),info@ipxp.gr
996812390,ΕΝΩΣΗ ΓΕΦΥΡΑΣ ΡΟΜΑ,ΓΕΦΥΡΑ ΡΟΜΑ,"ΚΙΠΑΚΗ ΝΕΑ ΠΕΡΙΦΕΡΕΙΑΚΗ ΟΔΟΣ ΤΡΙΚΑΛΩΝ ΠΥΛΗΣ 0, ΤΚ:42100",ΠΕΡΙΦΕΡΕΙΑ ΘΕΣΣΑΛΙΑΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΤΡΙΚΑΛΩΝ,ΔΗΜΟΣ ΤΡΙΚΚΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΡΙΚΚΑΙΩΝ,6945814353,6936062037,enosigefirasroma@gmail.com
999387466,"ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΦΙΛΩΝ ΑΥΤΙΣΤΙΚΩΝ ΑΤΟΜΩΝ Ν. ΈΒΡΟΥ ""Ο ΆΓΙΟΣ ΒΑΣΙΛΕΙΟΣ""",-,"ΡΗΓΑ ΦΕΡΑΙΟΥ  3, ΤΚ:68131",ΠΕΡΙΦΕΡΕΙΑ ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2551080474,6933297860,evros.autism@gmail.com
090206268,"ΚΟΙΝΩΝΙΚΗ ΚΑΙ ΕΚΠΑΙΔΕΥΤΙΚΗ ΔΡΑΣΗ ",-,"ΑΤΤΙΚΗΣ 21, ΤΚ:16342",ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΕΩΣ,-,2105239402,6977505924,socedact@otenet.gr
090237454,ΓΗΡΟΚΟΜΕΙΟ ΓΕΩΡΓΙΟΥ ΚΑΙ ΣΟΦΙΑΣ ΜΑΤΣΟΥ,-,"ΑΓΙΑΣ ΦΑΝΕΡΩΜΕΝΗΣ 0, ΤΚ:47100",ΠΕΡΙΦΕΡΕΙΑ ΗΠΕΙΡΟΥ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΣ,ΔΗΜΟΣ ΑΡΤΑΙΩΝ,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΡΤΑΙΩΝ,2681027747,6972276306,girokomeioartas@gmail.com
