ΑΦΜ,Επωνυμία,Διακριτικός Τίτλος,Νομική Μορφή,ΦΕΚ,ΦΕΚ Ανανέωσης,Διάρκεια Πιστοποίησης Έως,Ηλικιακή Ομάδα,Υπηρεσίες,Δομές
090336200,ΣΥΛΛΟΓΟΣ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΕΣ ΝΟΜΟΥ ΑΡΓΟΛΙΔΟΣ,-,Σωματείο – Σύλλογος,3159,,04/06/2028,Γενικός Πληθυσμός,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),"ΑΡΙΑΔΝΗ 1,ΑΡΙΑΔΝΗ 2"
997426323,"Σύλλογος Γονέων, Κηδεμόνων Ατόμων με Αναπηρίες ( Α.ΜΕ Α.) Π.Ε. Ευρυτανίας",-,Σωματείο – Σύλλογος,Β3615,,21/06/2028,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Υλική βοήθεια (είδος και χρήμα)",ΓΡΑΦΕΙΑ ΤΟΥ ΣΥΛΛΟΓΟΥ
090055253,ΕΛΛΗΝΙΚΟ ΠΑΙΔΙΚΟ ΧΩΡΙΟ,-,Σωματείο – Σύλλογος,Β' 6358,,19/11/2028,"Κάτω των 5 ετών, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών","Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Ενημέρωση/πληροφόρηση,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",ΕΛΛΗΝΙΚΟ ΠΑΙΔΙΚΟ ΧΩΡΙΟ
997209088,ΡΟΜΑ ΧΩΡΙΣ ΣΥΝΟΡΑ,ROMA BE THEMESKE,Αστική μη Κερδοσκοπική Εταιρεία,Β 643,,17/02/2029,"Γενικός Πληθυσμός, Μεταξύ 6 - 12 ετών","Διαπολιτισμική διαμεσολάβηση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Επαγγελματικός προσανατολισμός,Κατασκήνωση,Παιδαγωγικές δραστηριότητες,Τοποθέτηση σε θέσεις εργασίας,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα στο σπίτι","ΚΔΑΠ ΡΟΜΑ ΧΩΡΙΣ ΣΥΝΟΡΑ "
090115137,"ΑΝΝΟΥΣΑΚΕΙΟ ΘΕΡΑΠΕΥΤΗΡΙΟ ΧΡΟΝΙΩΝ ΠΑΘΗΣΕΩΝ, ΚΕΝΤΡΟ ΑΠΟΘΕΡΑΠΕΙΑΣ - ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΚΛΕΙΣΤΗΣ ΝΟΣΗΛΕΙΑΣ, ΕΛΑΧΙΣΤΗ ΜΟΝΑΔΑ ΙΑΤΡΙΚΗΣ ΑΠΟΚΑΤΑΣΤΑΣΗΣ 'Ο ΑΓΙΟΣ ΣΠΥΡΙΔΩΝ' ΙΕΡΑΣ ΜΗΤΡΟΠΟΛΗΣ ΚΙΣΑΜΟΥ ΚΑΙ ΣΕΛΙΝΟΥ",-,Ίδρυμα,B4212/18-7-2024,,18/07/2028,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Λογοθεραπεία,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Φροντίδα ατομικής υγιεινής,Φροντίδα στο σπίτι,Ψυχιατρική παρακολούθηση","ΑΝΝΟΥΣΑΚΕΙΟ ΘΕΡΑΠΕΥΤΗΡΙΟ ΧΡΟΝΙΩΝ ΠΑΘΗΣΕΩΝ ΙΕΡΑΣ ΜΗΤΡΟΠΟΛΗΣ ΚΙΣΑΜΟΥ ΚΑΙ ΣΕΛΙΝΟΥ,ΚΕΝΤΡΟ ΑΠΟΘΕΡΑΠΕΙΑΣ ΚΑΙ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΚΛΕΙΣΤΗΣ ΝΟΣΗΛΕΙΑΣ 'Ο ΑΓΙΟΣ ΣΠΥΡΙΔΩΝ' ΤΗΣ ΙΕΡΑΣ ΜΗΤΡΟΠΟΛΗΣ ΚΙΣΑΜΟΥ ΚΑΙ ΣΕΛΙΝΟΥΥ"
090264315,ΚΟΙΝΩΦΕΛΕΣ ΙΔΡΥΜΑ ΠΑΝΑΓΙΑ Η ΒΛΑΧΕΡΝΑ ΚΑΤΩ ΠΑΝΑΓΙΑΣ ΤΟΥ ΔΗΜΟΥ ΑΝΔΡΑΒΙΔΑ-ΚΥΛΛΗΝΗΣ,-,Άλλο (ΝΠΙΔ Μη Κερδοσκοπικό),Β 1164,,19/02/2028,"Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",ΚΟΙΝΩΦΕΛΕΣ ΙΔΡΥΜΑ ΠΑΝΑΓΙΑ Η ΒΛΑΧΕΡΝΑ ΚΑΤΩ ΠΑΝΑΓΙΑ ΤΟΥ ΔΗΜΟΥ ΑΝΔΡΑΒΙΔΑΣ ΚΥΛΛΗΝΗΣ
090031808,ΚΕΝΤΡΟ ΜΕΡΙΜΝΑΣ ΟΙΚΟΓΕΝΕΙΑΣ ΚΑΙ ΠΑΙΔΙΟΥ,ΚΜΟΠ,Σωματείο – Σύλλογος,Β΄6069,,01/11/2028,Γενικός Πληθυσμός,"Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Φροντίδα στο σπίτι,Ψυχολογική υποστήριξη","Αριάδνη,Social Net"
997108197,ΚΕΝΤΡΟ ΑΛΛΗΛΕΓΓΥΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΣΥΝΟΧΗΣ,-,Ίδρυμα,Β1495,,07/03/2028,Γενικός Πληθυσμός,Σίτιση,ΚΕΝΤΡΟ ΑΛΛΗΛΕΓΓΥΗΣ ΚΑΙ ΚΟΙΚΩΝΙΚΗΣ ΣΥΝΟΧΗΣ
090320090,ΕΤΑΙΡΕΙΑ ΨΥΧΟΚΟΙΝΩΝΙΚΩΝ ΜΕΛΕΤΩΝ,-,Αστική μη Κερδοσκοπική Εταιρεία,Β5389/26-9-2024,,26/09/2028,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Τοποθέτηση σε θέσεις εργασίας,Φιλοξενία,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής,Φροντίδα στο σπίτι,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","Κέντρο Ημέρας για Παιδιά με ΔΑΦ (ΚΗμΑ Ι),Κέντρο Ημέρα για Εφήβους και Ενήλικες με ΔΑΦ (ΚΗμΑΙΙ),Όστρια,Ξενώνας Α' Εφήβων,Ξενώνας Β' Εφήβων ,Κέντρο Ημέρας Εφήβων,Κέντρο Διημέρευσης Ημερήσιας Φροντίδας (ΚΔΗΦ)"
090170650,ΣΥΛΛΟΓΟΣ ΠΑΡΟΧΗΣ ΦΡΟΝΤΙΔΑΣ ΚΑΙ ΚΑΤ ΟΙΚΟΝ ΝΟΣΗΛΕΙΑΣ ΣΥΡΟΥ,-,Σωματείο – Σύλλογος,Β 2471/25-4-24,,25/04/2028,Γενικός Πληθυσμός,"Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φροντίδα ατομικής υγιεινής,Φροντίδα στο σπίτι",
999768632,"ΟΑΣΙΣ, Εταιρία Συνοδευτικών, Υποστηρικτικών υπηρεσιών Εξαρτημένων Ατόμων από Αλκοόλ, Ναρκωτικά, Τυχερά Παιχνίδια, διατροφικές διαταραχές και αποφυλακισθέντων",ΟΑΣΙΣ,Αστική μη Κερδοσκοπική Εταιρεία,Β 1164,,19/02/2028,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Συμβουλευτική στήριξη,Ψυχολογική υποστήριξη",
090000150,ΦΙΛΟΠΤΩΧΟΣ ΑΔΕΛΦΟΤΗΣ ΚΥΡΙΩΝ ΚΑΒΑΛΑΣ,-,Σωματείο – Σύλλογος,7117,,18/12/2027,Άνω των 81 ετών,"Διανυκτέρευση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχολογική υποστήριξη",ΠΟΥΛΙΔΕΙΟ ΓΗΡΟΚΟΜΕΙΟ
099675563,ΣΥΛΛΟΓΟΣ ΠΟΛΥΤΕΚΝΩΝ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ – ΟΡΟΠΕΔΙΟΥ ΛΑΣΙΘΙΟΥ και ΠΕΡΙΧΩΡΩΝ,-,Σωματείο – Σύλλογος,Β 71,,17/01/2029,Γενικός Πληθυσμός,"Ενημέρωση/πληροφόρηση,Κατασκήνωση,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Υλική βοήθεια (είδος και χρήμα)",
998639535,ΣΥΛΛΟΓΟΣ ΤΡΙΤΕΚΝΩΝ ΟΙΚΟΓΕΝΕΙΩΝ Π.Ε. ΔΡΑΜΑΣ,-,Σωματείο – Σύλλογος,Β 1164,,19/02/2028,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Ενημέρωση/πληροφόρηση,Νομική βοήθεια,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Υλική βοήθεια (είδος και χρήμα)",
099706810,ΣΥΛΛΟΓΟΣ ΔΙΑΒΗΤΙΚΩΝ ΚΡΗΤΗΣ,-,Σωματείο – Σύλλογος,Β 1010/12-2-24,,12/02/2028,Γενικός Πληθυσμός,Ενημέρωση/πληροφόρηση,
998019832,ΠΑΝΕΛΛΗΝΙΑ ΟΡΓΑΝΩΣΗ ΦΡΟΝΤΙΔΑΣ ΕΥΑΙΣΘΗΤΩΝ ΚΟΙΝΩΝΙΚΩΝ ΟΜΑΔΩΝ,Π.Ο.Φ.ΕΚ.Ο.,Αστική μη Κερδοσκοπική Εταιρεία,Β 1728,,19/03/2028,"Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Διανυκτέρευση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","ΣΤΕΓΗ ΥΠΟΣΤΗΡΙΖΟΜΕΝΗΣ ΔΙΑΒΙΩΣΗΣ ""ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ"",ΚΕΝΤΡΟ ΔΙΗΜΕΡΕΥΣΗΣ ΚΑΙ ΗΜΕΡΗΣΙΑΣ ΦΡΟΝΤΙΔΑΣ ""ΓΕΦΥΡΕΣ ΑΝΑΠΤΥΞΗΣ"""
999391037,ΚΕΝΤΡΟ ΕΡΕΥΝΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ ΙΕΡΑΣ ΜΗΤΡΟΠΟΛΕΩΣ ΣΥΡΟΥ,ΕΤ. Α. Μητροπόλεως Σύρου,Αστική μη Κερδοσκοπική Εταιρεία,6836,,04/12/2027,Γενικός Πληθυσμός,"Διαπολιτισμική διαμεσολάβηση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Επαγγελματικός προσανατολισμός,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Σίτιση,Συμβουλευτική στήριξη,Τοποθέτηση σε θέσεις εργασίας,Υλική βοήθεια (είδος και χρήμα),Ψυχολογική υποστήριξη",
998075448,ΣΩΜΑ ΦΙΛΩΝ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΕΣ ΑΝΑΓΚΕΣ- ΔΡΑΣΗ ΓΙΑ ΤΟ ΚΑΤΙ ΑΛΛΟ,Σ.Φ.Α.- Δράση για το κάτι άλλο,Σωματείο – Σύλλογος,Β1495,,07/03/2028,Γενικός Πληθυσμός,"Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματικός προσανατολισμός,Κατασκήνωση,Παιδαγωγικές δραστηριότητες,Συμβουλευτική στήριξη,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής","ΚΔΑΠΑμεΑ ""Σώμα Φίλων ΑμεΑ- Δράση για το κάτι άλλο"""
090328597,"ΙΔΡΥΜΑ ΠΕΡΙΘΑΛΨΕΩΣ ΑΤΟΜΩΝ ΜΕ ΕΙΔΙΚΑΣ ΑΝΑΓΚΑΣ ""Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ""ΜΟΛΑΩΝ ΛΑΚΩΝΙΑΣ",-,Ίδρυμα,Β 1728,,19/03/2028,"Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Ενημέρωση/πληροφόρηση,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη",Ίδρυμα Περιθάλψεως Χρονίως Πασχόντων Ατόμων με αναπηρία.
800062133,"Εκκλησιαστικός Βρεφονηπιακός Σταθμός ""Ο Άγιος Νικόλαος"" Κέντρου Πηνείας Δημοτικού Διαμερίσματος Αμαλιάδας",-,Ίδρυμα,3159,,04/06/2028,Κάτω των 5 ετών,"Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Παιδαγωγικές δραστηριότητες,Σίτιση,Συμβουλευτική στήριξη,Φαρμακευτική φροντίδα,Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.),Φροντίδα ατομικής υγιεινής","Εκκλησιαστικός Βρεφονηπιακός Σταθμός Κέντρου ""ο Αγ. Νικόλας"" "
997409756,ΔΙΑΒΑΖΩ ΓΙΑ ΤΟΥΣ ΑΛΛΟΥΣ- Aστική Μη κερδοσκοπική Εταιρεία,ΔΙΑΒΑΖΩ ΓΙΑ ΤΟΥΣ ΑΛΛΟΥΣ,Αστική μη Κερδοσκοπική Εταιρεία,Β΄ 1236,,13/03/2029,"Γενικός Πληθυσμός, Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Ψυχολογική υποστήριξη",ΔΙΑΒΑΖΩ ΓΙΑ ΤΟΥΣ ΑΛΛΟΥΣ
090090777,"Σύλλογος Γονέων - Κηδεμόνων και Φίλων των αυτιστικών και με νοητική στέρηση ατόμων ""S.O.S.""",Κέντρο Αυτισμού SOS,Σωματείο – Σύλλογος,3027,,28/05/2028,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών, Μεταξύ 66 - 80 ετών, Άνω των 81 ετών","Διανυκτέρευση,Εργοθεραπεία,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φαρμακευτική φροντίδα,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","Στέγη Α,Κ.Δ.Η.Φ. Κέντρου Αυτισμού SOS,Στέγη Β,Στέγη Γ,Στέγη Δ"
090056907,ΦΙΛΑΝΘΡΩΠΙΚΟΣ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΟΣ ΣΥΛΛΟΓΟΣ ΓΟΝΕΩΝ ΚΑΙ ΚΗΔΕΜΟΝΩΝ ΑΤΟΜΩΝ ΜΕ ΑΝΑΠΗΡΙΕΣ Ν. ΗΜΑΘΙΑΣ,-,Σωματείο – Σύλλογος,Β 1010/12-2-24,,12/02/2028,"Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών, Μεταξύ 46 - 65 ετών","Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Εργοθεραπεία,Κατασκήνωση,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Φροντίδα ατομικής υγιεινής,Φυσικοθεραπεία,Ψυχολογική υποστήριξη",ΤΑ ΠΑΙΔΙΑ ΤΗΣ ΑΝΟΙΞΗΣ
997021473,ΕΛΛΗΝΙΚΟ ΔΙΚΤΥΟ ΦΡΟΝΤΙΣΤΩΝ ΕΠΙΟΝΗ,ΕΠΙΟΝΗ,Σωματείο – Σύλλογος,Β 1164,,19/02/2028,Γενικός Πληθυσμός,"Ενημέρωση/πληροφόρηση,Κατασκήνωση,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Συμβουλευτική στήριξη,Συνοδεία ασθενών,Ψυχολογική υποστήριξη",
090020609,"ΦΙΛΑΝΘΡΩΠΙΚΟ ΙΔΡΥΜΑ ΠΑΙΔΩΝ ΤΟΥΜΠΑΣ ""Η ΕΛΠΙΣ""","ΠΑΙΔΙΚΟΣ ΣΤΑΘΜΟΣ ""Η ΕΛΠΙΣ""",Ίδρυμα,Β 1164,,19/02/2028,Κάτω των 5 ετών,"Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προληπτική ιατρική παρακολούθηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Σίτιση,Υλική βοήθεια (είδος και χρήμα),Φροντίδα – δημιουργική απασχόληση (Κ.Δ.Α.Π. Α.μεΑ. & βρεφονηπιακοί σταθμοί & κ.α.)","ΦΙΛΑΝΘΡΩΠΙΚΟ ΙΔΡΥΜΑ ΠΑΙΔΩΝ ΤΟΥΜΠΑΣ ""Η ΕΛΠΙΣ"""
090063032,ΙΔΡΥΜΑ ΓΙΑ ΤΟ ΠΑΙΔΙ Η ΠΑΜΜΑΚΑΡΙΣΤΟΣ,-,Ίδρυμα,Β 2644,,02/05/2028,"Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών, Μεταξύ 26 - 45 ετών","Ενημέρωση/πληροφόρηση,Εργοθεραπεία,Λογοθεραπεία,Παιδαγωγικές δραστηριότητες,Σίτιση,Συμβουλευτική στήριξη,Φροντίδα ατομικής υγιεινής,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","Κέντρο Διημέρευσης και Ημερήσιας Φροντίδας (ΚΔΗΦ),ΠΡΟΣΤΑΤΕΥΟΜΕΝΑ - ΕΙΔΙΚΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΑΜΕΑ"
090010536,"ΟΡΦΑΝΟΤΡΟΦΕΙΟ ΘΗΛΕΩΝ Ι & Μ ΧΑΤΖΗΚΥΡΙΑΚΟΥ ",-,Ίδρυμα,Β΄7095,,24/12/2028,"Μεταξύ 6 - 12 ετών, Μεταξύ 13 - 17 ετών, Μεταξύ 18 - 25 ετών","Διανυκτέρευση,Διαπολιτισμική διαμεσολάβηση,Εκπαίδευση εθελοντών,Εκπαίδευση επαγγελματιών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Επαγγελματικός προσανατολισμός,Κατασκήνωση,Λογοθεραπεία,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Προληπτική ιατρική παρακολούθηση,Σίτιση,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Ψυχολογική υποστήριξη","ΟΡΦΑΝΟΤΡΟΦΕΙΟ ΘΗΛΕΩΝ Ι & Μ ΧΑΤΖΗΚΥΡΙΑΚΟΥ "
090189046,"ΣΥΛΛΟΓΟΣ ΦΙΛΩΝ ΚΈΝΤΡΟΥ ΥΓΕΙΑΣ ΤΗΝΟΥ- ΝΙΚΟΛΑΟΣ ΚΟΓΚΟΣ ",-,Σωματείο – Σύλλογος,6798,,01/12/2027,Γενικός Πληθυσμός,"Αιμοδοσία,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Πρωτοβάθμια νοσηλευτική φροντίδα (πρώτες βοήθειες),Υλική βοήθεια (είδος και χρήμα),Φροντίδα ατομικής υγιεινής,Φροντίδα στο σπίτι",
099269757,"ΣΥΛΛΟΓΟΣ ΠΟΛΥΤΕΚΝΩΝ ΚΩ-ΝΙΣΥΡΟΥ  ",-,-,Β1495,,07/03/2028,Γενικός Πληθυσμός,"Ενημέρωση/πληροφόρηση,Επαγγελματικός προσανατολισμός,Σίτιση,Συμβουλευτική στήριξη,Υλική βοήθεια (είδος και χρήμα)",ΓΡΑΦΕΙΟ ΣΥΛΛΟΓΟΥ ΠΟΛΥΤΕΚΝΩΝ ΚΩ-ΝΙΣΥΡΟΥ
090359304,ΗΛΙΑΚΤΙΔΑ ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΕΙΑ,-,Αστική μη Κερδοσκοπική Εταιρεία,B4769,,20/08/2028,Γενικός Πληθυσμός,"Διαπολιτισμική διαμεσολάβηση,Έκδοση ενημερωτικού/επιστημονικού υλικού (βιβλία & αφίσες & φυλλάδια & περιοδικά & κ.α.),Εκπαίδευση εθελοντών,Ενημέρωση/πληροφόρηση,Επαγγελματική κατάρτιση,Επαγγελματικός προσανατολισμός,Λογοθεραπεία,Νομική βοήθεια,Παιδαγωγικές δραστηριότητες,Προάσπιση δικαιωμάτων και διεκδίκηση θεσμικών αλλαγών,Σίτιση,Συμβουλευτική στήριξη,Τοποθέτηση σε θέσεις εργασίας,Υλική βοήθεια (είδος και χρήμα),Φαρμακευτική φροντίδα,Φιλοξενία,Φροντίδα ατομικής υγιεινής,Ψυχιατρική παρακολούθηση,Ψυχολογική υποστήριξη","""γαϊτανάκι"" , Μυρογιάννη 9,Ασκληπιού 72,Ε. Βοστάνη 1,Ε. Βοστάνη 38,Ολοκαυτώματος Καλαβρύτων 3,ΣΟΥΡΑΔΑ,ΒΟΣΤΑΝΗ ,ΛΙΜΑΝΑΚΙ,ΡΟΙΑ,ΦΟΙΝΙΚΑΣ"
